name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Nugroho kristianto,4.0,"Pertama masuk sini akses jln sempit banyak pasar kaget,,  trus pd berhenti d pinggir jalan seEnak.a .. Kampusnya minim penghijauan,,  kurang terawat taman.a ,, apa lagi pas d parkiran sm Asrama.a ,, beeuh berasa di Gurun..",masuk akses jln sempit pasar kaget trus berhenti d pinggir jalan seenaka kampusnya minim penghijauan terawat tamana pas d parkiran asramaa beeuh berasa gurun,masuk akses jln sempit pasar kaget trus henti d pinggir jalan seenaka kampus minim hijau awat tamana pas d parkir asramaa beeuh asa gurun,"['masuk', 'akses', 'jln', 'sempit', 'pasar', 'kaget', 'trus', 'henti', 'd', 'pinggir', 'jalan', 'seenaka', 'kampus', 'minim', 'hijau', 'awat', 'tamana', 'pas', 'd', 'parkir', 'asramaa', 'beeuh', 'asa', 'gurun']","['masuk', 'akses', 'jln', 'sempit', 'pasar', 'kaget', 'trus', 'henti', 'd', 'pinggir', 'jalan', 'seenaka', 'kampus', 'minim', 'hijau', 'awat', 'tamana', 'pas', 'd', 'parkir', 'asramaa', 'beeuh', 'asa', 'gurun']"
Anisaprilian Sastriani,5.0,Luas dan sejuk,luas sejuk,luas sejuk,"['luas', 'sejuk']","['luas', 'sejuk']"
Shi Hoo Fan 4eve,1.0,"Saya alumnus tahun 2013, dan memutuskan kuliah di universitas ini adalah keputusan paling bodoh yang pernah saya buat. Saya masuk jurusan desain grafis dengan harapan mendapatkan banyak ilmu desain, gambar, dsb yang bisa saya terapkan, kenyataannya nyaris tidak ada ilmu yang saya dapatkan sama sekali selama 4 tahun kuliah. Selain itu manajemennya sangat buruk. Beberapa dosen juga sangat judgemental, dan senang mentertawakan kekurangan mahasiswa di ruang dosen. Kalau kamu mau membuang waktu dan uangmu yang berharga, tempat ini adalah tempat yang sangat tepat.",alumnus 2013 memutuskan kuliah universitas keputusan bodoh masuk jurusan desain grafis harapan ilmu desain gambar dsb terapkan kenyataannya ilmu dapatkan 4 kuliah manajemennya buruk dosen judgemental senang mentertawakan kekurangan mahasiswa ruang dosen membuang uangmu berharga,alumnus 2013 putus kuliah universitas putus bodoh masuk jurus desain grafis harap ilmu desain gambar dsb terap nyata ilmu dapat 4 kuliah manajemen buruk dosen judgemental senang tertawa kurang mahasiswa ruang dosen buang uang harga,"['alumnus', '2013', 'putus', 'kuliah', 'universitas', 'putus', 'bodoh', 'masuk', 'jurus', 'desain', 'grafis', 'harap', 'ilmu', 'desain', 'gambar', 'dsb', 'terap', 'nyata', 'ilmu', 'dapat', '4', 'kuliah', 'manajemen', 'buruk', 'dosen', 'judgemental', 'senang', 'tertawa', 'kurang', 'mahasiswa', 'ruang', 'dosen', 'buang', 'uang', 'harga']","['alumnus', '2013', 'putus', 'kuliah', 'universitas', 'putus', 'bodoh', 'masuk', 'jurus', 'desain', 'grafis', 'harap', 'ilmu', 'desain', 'gambar', 'dsb', 'terap', 'nyata', 'ilmu', 'dapat', '4', 'kuliah', 'manajemen', 'buruk', 'dosen', 'judgemental', 'senang', 'tertawa', 'kurang', 'mahasiswa', 'ruang', 'dosen', 'buang', 'uang', 'harga']"
Gianto Sibarani,5.0,"Tempat ane kuliah, dari yg masih stt, jadi itt, ampe sekarang jadi universitas. Dari yg dulunya sepi masih ada danau kecil atau kolam atau bahkan rawa sekarang udah jadi kos kosan mirip apartemen. Tapi kuliah disini tempat refreshingnya sedikit dan jauh mau kemana-mana. Ke kota setengah jam sampe sejam naik motor, ke ciwidey juga sejam sampe satu setengah jam naik motor. Di area kampus refreshingnya internetan doank. Jadi kuliah disini bener2 bisa fokus belajar. Dakol juga sekarang berdebu.",ane kuliah stt itt ampe universitas dulunya sepi danau kolam rawa udah kos kosan apartemen kuliah refreshingnya kemanamana kota jam sampe sejam motor ciwidey sejam sampe jam motor area kampus refreshingnya internetan doank kuliah bener2 fokus belajar dakol berdebu,ane kuliah stt itt ampe universitas dulunya sepi danau kolam rawa udah kos kosan apartemen kuliah refreshingnya kemanamana kota jam sampe jam motor ciwidey jam sampe jam motor area kampus refreshingnya internetan doank kuliah bener2 fokus ajar dakol debu,"['ane', 'kuliah', 'stt', 'itt', 'ampe', 'universitas', 'dulunya', 'sepi', 'danau', 'kolam', 'rawa', 'udah', 'kos', 'kosan', 'apartemen', 'kuliah', 'refreshingnya', 'kemanamana', 'kota', 'jam', 'sampe', 'jam', 'motor', 'ciwidey', 'jam', 'sampe', 'jam', 'motor', 'area', 'kampus', 'refreshingnya', 'internetan', 'doank', 'kuliah', 'bener2', 'fokus', 'ajar', 'dakol', 'debu']","['ane', 'kuliah', 'stt', 'itt', 'ampe', 'universitas', 'dulunya', 'sepi', 'danau', 'kolam', 'rawa', 'udah', 'kos', 'kosan', 'apartemen', 'kuliah', 'refreshingnya', 'kemanamana', 'kota', 'jam', 'sampe', 'jam', 'motor', 'ciwidey', 'jam', 'sampe', 'jam', 'motor', 'area', 'kampus', 'refreshingnya', 'internetan', 'doank', 'kuliah', 'bener2', 'fokus', 'ajar', 'dakol', 'debu']"
Yayan Rohmat,4.0,"Universitas terbaik
Universitas ini terletak di bandung selatan...dengan askes jalan yang gampang.di lewati..mau lewat dari jalan moch toha dan  keluar tol buah batu  langsung belok kiri ke jln bojong soang

Dengan  pengajar/dosen dosen yang perpengalaman.dan di bagi beberapa bidang jurusan dari bisnis ,akuntan ,industri kreatif,manajemen,dan lain lain

Dan di.   Sini juga ada fassilitas asrama buat mahasiswa dan mahasiswi tempat parkir juga cukup luas",universitas terbaik universitas terletak bandung selatandengan askes jalan gampangdi lewatimau jalan moch toha tol buah batu langsung belok kiri jln bojong soang pengajardosen dosen perpengalamandan bidang jurusan bisnis akuntan industri kreatifmanajemendan fassilitas asrama mahasiswa mahasiswi parkir luas,universitas baik universitas letak bandung selatandengan askes jalan gampangdi lewatimau jalan moch toha tol buah batu langsung belok kiri jln bojong soang pengajardosen dosen perpengalamandan bidang jurus bisnis akuntan industri kreatifmanajemendan fassilitas asrama mahasiswa mahasiswi parkir luas,"['universitas', 'baik', 'universitas', 'letak', 'bandung', 'selatandengan', 'askes', 'jalan', 'gampangdi', 'lewatimau', 'jalan', 'moch', 'toha', 'tol', 'buah', 'batu', 'langsung', 'belok', 'kiri', 'jln', 'bojong', 'soang', 'pengajardosen', 'dosen', 'perpengalamandan', 'bidang', 'jurus', 'bisnis', 'akuntan', 'industri', 'kreatifmanajemendan', 'fassilitas', 'asrama', 'mahasiswa', 'mahasiswi', 'parkir', 'luas']","['universitas', 'baik', 'universitas', 'letak', 'bandung', 'selatandengan', 'askes', 'jalan', 'gampangdi', 'lewatimau', 'jalan', 'moch', 'toha', 'tol', 'buah', 'batu', 'langsung', 'belok', 'kiri', 'jln', 'bojong', 'soang', 'pengajardosen', 'dosen', 'perpengalamandan', 'bidang', 'jurus', 'bisnis', 'akuntan', 'industri', 'kreatifmanajemendan', 'fassilitas', 'asrama', 'mahasiswa', 'mahasiswi', 'parkir', 'luas']"
Adam Muhammad Irsyad Rifat,5.0,"Tempat kuliah terbaik, dosennya baik dan berkompeten semuanya, kampus yg sangat bersih dan juga sejuk karena banyak pohon, berbagai elemen dari seluruh indonesia ada disini sebagai mahasiswa",kuliah terbaik dosennya berkompeten kampus bersih sejuk pohon elemen indonesia mahasiswa,kuliah baik dosen kompeten kampus bersih sejuk pohon elemen indonesia mahasiswa,"['kuliah', 'baik', 'dosen', 'kompeten', 'kampus', 'bersih', 'sejuk', 'pohon', 'elemen', 'indonesia', 'mahasiswa']","['kuliah', 'baik', 'dosen', 'kompeten', 'kampus', 'bersih', 'sejuk', 'pohon', 'elemen', 'indonesia', 'mahasiswa']"
Naz23 channel,5.0,"Tempatnya rami di hari Minggu ,anda bisa mencoba kuliner dengan harga terjangkau ,dan bisa jalan2 di dalamnya bersama anak-anak",tempatnya rami minggu mencoba kuliner harga terjangkau jalan2 dalamnya anakanak,tempat rami minggu coba kuliner harga jangkau jalan2 dalam anakanak,"['tempat', 'rami', 'minggu', 'coba', 'kuliner', 'harga', 'jangkau', 'jalan2', 'dalam', 'anakanak']","['tempat', 'rami', 'minggu', 'coba', 'kuliner', 'harga', 'jangkau', 'jalan2', 'dalam', 'anakanak']"
Rizki Amri,5.0,"Satu satunya kampus swasta terbesar di bandung, fasilitas kampusnya sangat lengkap, laboratoriumnya sangat nyaman untuk belajar, banyak pohon-pohon yang rindang. Tempat mahasiswa mengadu nasib kalau sudah danus. Mengadu nasib kisah cinta asmaranya. Tapi semua itu tetap dijalanin dengan kuat dan sepenuh hati. Karena mahasiswa telkom sangat kuat mentalnya dan siap berjuang di masa depan.",satunya kampus swasta terbesar bandung fasilitas kampusnya lengkap laboratoriumnya nyaman belajar pohonpohon rindang mahasiswa mengadu nasib danus mengadu nasib kisah cinta asmaranya dijalanin kuat sepenuh hati mahasiswa telkom kuat mentalnya berjuang,satu kampus swasta besar bandung fasilitas kampus lengkap laboratorium nyaman ajar pohonpohon rindang mahasiswa adu nasib danus adu nasib kisah cinta asmara dijalanin kuat sepenuh hati mahasiswa telkom kuat mental juang,"['satu', 'kampus', 'swasta', 'besar', 'bandung', 'fasilitas', 'kampus', 'lengkap', 'laboratorium', 'nyaman', 'ajar', 'pohonpohon', 'rindang', 'mahasiswa', 'adu', 'nasib', 'danus', 'adu', 'nasib', 'kisah', 'cinta', 'asmara', 'dijalanin', 'kuat', 'sepenuh', 'hati', 'mahasiswa', 'telkom', 'kuat', 'mental', 'juang']","['satu', 'kampus', 'swasta', 'besar', 'bandung', 'fasilitas', 'kampus', 'lengkap', 'laboratorium', 'nyaman', 'ajar', 'pohonpohon', 'rindang', 'mahasiswa', 'adu', 'nasib', 'danus', 'adu', 'nasib', 'kisah', 'cinta', 'asmara', 'dijalanin', 'kuat', 'sepenuh', 'hati', 'mahasiswa', 'telkom', 'kuat', 'mental', 'juang']"
Sophia,5.0,Menghadiri acara wisuda ponakan hari Jumat tgl 24 November 2023 kemarin disini,menghadiri acara wisuda ponakan jumat tgl 24 november 2023 kemarin,hadir acara wisuda ponakan jumat tgl 24 november 2023 kemarin,"['hadir', 'acara', 'wisuda', 'ponakan', 'jumat', 'tgl', '24', 'november', '2023', 'kemarin']","['hadir', 'acara', 'wisuda', 'ponakan', 'jumat', 'tgl', '24', 'november', '2023', 'kemarin']"
FAM ID,5.0,"Walaupun tahun pertama diawali dengan kuliah online, akan tetapi selama 3 semester ini hampir tidak ditemukan masalah dalam menjalani perkuliahan karena semuanya diatur dengan baik",diawali kuliah online 3 semester ditemukan menjalani perkuliahan diatur,awal kuliah online 3 semester temu jalan kuliah atur,"['awal', 'kuliah', 'online', '3', 'semester', 'temu', 'jalan', 'kuliah', 'atur']","['awal', 'kuliah', 'online', '3', 'semester', 'temu', 'jalan', 'kuliah', 'atur']"
